Column1,Column2,Column3,Column4,Column5
0.01666575768012198,0.6580141458749256,1.6218779084234662,0.32562290421379014,-19.23788377247456
0.041019952197698994,0.4598526639713514,1.1002503332370441,0.7073428733213171,-7.205785344935862
-0.007466065830050993,0.9632218793834888,1.1006189395669694,1.2559638946622795,-73.61509460324658
0.015476530977724907,0.500052537309314,1.2831823061242504,1.101849333917616,3.1628108303640374
0.019010869344274296,0.815675800212892,1.3682463900824908,0.623529120743024,-50.297830367937195
-0.014472141381025292,0.9252651219466876,1.2603504262238694,1.3581030723328391,-54.61576180261193
-0.007354975113917139,0.7008401282595063,1.444091921277826,1.3966481384980072,-31.863071784432805
-0.0163212865088944,0.8817185801196579,1.4042405013634192,1.1739155184831933,-75.31937549618453
0.009152800031006337,0.777681877091527,1.535810586996376,1.2339506136253475,-56.323580881194516
0.012824878634528133,0.8970532385484429,0.9845051382668002,0.7803839249482264,-67.92064703362689
-0.014854481557449107,0.6804676340054908,1.3873449826526008,0.8782765564618109,-44.042906140647005
0.0031727443299354335,0.8515432136217536,0.8850308716061561,1.0166776383489227,-78.18720252183607
0.014930323930260156,0.5893586594541484,1.4266935075013794,0.9615156573013128,-40.31597513978352
-0.02286264134281625,0.6530519413463148,1.6514612685631158,1.5132341501908961,-41.637247158122705
-0.048329737239731704,0.535122925994352,2.0451276564072547,1.4879022408773097,-16.6927676839191
0.026047386710542898,0.8438786709508277,0.8232585317809802,1.0232993486623758,-88.65849056873321
0.025737235698707665,0.645935822891971,1.024580966042347,1.017552629874051,-19.805800175047466
0.014081594531535988,0.6860342744084611,1.57014055714472,0.6955003746032714,-32.02554057231566
0.0013923493390835915,0.46080100115147116,1.4373149382676944,1.4082959106165596,-11.666404076294725
0.029373147340377978,0.7986228375886324,0.9507033100889479,0.5963927118989614,-58.629057675997274
-0.015409700647125137,0.6210200547427844,1.4400645989090466,1.3097419443252307,-40.492263580150166
-0.0019554397681983953,0.6297525387275661,1.608589181928607,0.7696640869697494,-25.68180833904728
0.013575606979429722,0.8595156483352184,0.7445898534730078,1.3288398327305913,-89.54018497188008
-0.029687500000000002,0.671875,1.4921874999999998,1.4921874999999998,-44.036425245914074
0.01616400651978893,0.6539910557672011,1.3906755661260362,1.0375315852024656,-59.069088989952775
0.012828916167311322,0.7663397121740624,1.412191815516857,0.5865795696880972,-32.979810207485684
0.017331514198794678,0.6131216804308399,1.4836527181000831,1.1734895124730778,-11.64294828491461
0.004694451414518359,0.6651186121859478,0.9113397594765285,1.2106199408246279,-24.462855393140217
-0.015204565097850977,0.7984626765996619,1.1282596704033658,1.009852219655634,-49.108967832286794
-0.028159547829803965,0.7674368437127077,1.7198737009157377,1.3471100291628524,-32.66616120123854
0.012332169136313537,0.6752940070196755,1.1889524955360313,0.9608199818371143,-18.856051861036008
-0.021041016693676605,0.7431888928521935,1.401406694401477,1.3402327115724821,-31.20605367747453
-0.0011866787081885625,0.6096941177715659,0.9227515994424588,1.7744884957381206,-10.224086133268429
-0.005574819573015446,0.6565329377871638,1.5812949999006645,0.9904440939962597,-34.83010290136747
0.0019517515540815825,0.779726859093465,1.537672948369158,0.8571364202743954,-79.89803544696156
