lambda,nu,beta,aic
0.7686592314632319,0.8845774705669843,0.3853313786820204,-1164.7324306824646
-0.23067457291495985,0.9642803550377544,0.3951368732824402,-513.7033318944964
0.00662626158446073,0.9554336924105882,0.38531820099691794,-755.2095449765479
-0.47823796053417034,1.1031017494387896,0.3958055325698052,-548.4314062829571
0.00626577734947204,0.9189843773841856,0.3895141318855632,-749.5098511881288
-0.3772051926873602,0.8518459551446367,0.3909284000237811,-730.2153134692794
0.01796868229284882,0.7703109627589582,0.3886892342092619,-580.0114682570343
0.01626513004304945,0.8361287593841367,0.3885914719193737,-695.1792910639047
0.15257843137446697,0.8726520419068542,0.3834277754989061,-813.6050066435646
0.01659240724355197,0.7953063964801899,0.4017107221293556,-769.7331199012847
-0.40799406550722783,0.9314860863858498,0.39750628695031537,-615.493061572955
0.3325989723205569,0.8084402084350573,0.38975886277513383,-660.1450572652575
0.01780394647735761,0.7792846498508312,0.3918081272991322,-502.6025320943872
-0.489963922450852,1.0999195238780006,0.39393369759356817,-580.0023909881515
0.0071802139617231,0.9377635959367832,0.3885673131612796,-613.9419243559205
0.02052582055330276,1.1973448246717453,0.3880312133672067,-1155.4596679059553
-0.00637054437402378,0.8850921626873992,0.40383643379216383,-784.3695622289465
0.018017578125,0.93232421875,0.38667370021253195,-649.9843418037904
0.0458065033741793,0.874790191624796,0.38667880036448343,-489.8416223336212
-0.3119376161504735,0.9654829264935882,0.397182140190825,-459.1187233201704
0.01649505664824904,1.1039463259980873,0.3799431144702697,-931.4078671084848
-0.00250693660063276,0.917679067964272,0.3843592838064808,-585.7802625493196
0.0864872455596924,0.9167410850524896,0.38622054335730255,-953.2014358736848
-0.546762342756841,0.844742067868327,0.3978807291709455,-604.5335596830046
-0.4246923111514766,1.0301820370961756,0.3961026305451299,-777.4801693041231
-0.3254114508628846,1.179444861412048,0.38252552772636367,-790.2998187485769
0.01024431793498479,0.979304296065766,0.390842714713435,-808.6248297411125
-0.34776763916015596,1.0385162353515596,0.39234591737289054,-752.6105225775909
0.040911865234375,0.93463134765625,0.38971196246614515,-869.0987214381958
-0.1582195281982422,0.9286552429199209,0.3968789682706635,-764.9378911745521
0.0186187744140625,0.8729797363281249,0.39678305327328056,-908.1060085395866
-0.2749095065402798,1.042863368685356,0.39785080056816113,-500.9113552916856
-0.2337055981159209,1.008262455463408,0.38679968224084943,-729.9669049611111
-0.05332031597769654,0.6800781309711834,0.3937187466204845,-678.630748062008
0.02904812097520685,0.8587619543080776,0.3836491080856426,-614.7577635641292
0.11657714843749996,0.8451660156249998,0.38463119534872864,-545.7399675607626
-0.00747657012891844,0.8831729312100609,0.39084978827515904,-826.8886667722236
0.01597266642656656,0.8268175231249848,0.38835240612767913,-672.2563882325617
-7.8124999999999e-4,0.7703125000000001,0.39192079777257527,-488.36339229435
0.03513336181640626,0.8502288818359376,0.3996376316373079,-840.0833717072414
-0.01519012451171875,1.0165985107421878,0.3872931413541609,-668.2308271436709
0.3794522746729833,0.8315465343344299,0.3910295608087415,-748.7051300798662
-0.115301513671875,0.8674682617187487,0.40207811769047613,-712.9698039575105
-0.01345284597482532,0.8451345422770824,0.3885702607957964,-691.7214873810635
0.00820130773354321,0.850416428176686,0.40141712434969173,-524.7750192897688
0.04863070223074244,0.853870351738831,0.39358977453325344,-627.3208249991785
0.00840835571289062,0.8852523803710939,0.3918439998238027,-550.9935269313942
4.9476623535156e-4,0.877161407470703,0.3903541875845581,-845.0014302373738
0.02607421875,0.8892578125000001,0.3922407384694091,-713.3315996811125
0.01484375,0.9015625,0.3857303274749243,-477.0817722185111
-0.003167724609375,0.8807983398437501,0.390620514676231,-1028.132477310186
0.02042585082570897,0.7806150471692836,0.3820472323425815,-598.5036529959693
-0.24882402420043936,0.9929704666137676,0.38766298529242393,-666.8365405355758
-0.2513015747070313,0.9531524658203104,0.38971199317607585,-632.6738384879404
0.00934371948242187,0.8551956176757813,0.39477952684920953,-555.0019589460976
0.00203735595569016,0.9066736230626702,0.3912143850083956,-802.2715088813047
