Column1,Column2,Column3,Column4
0.004296875,0.9507812499999999,0.6382756754157112,-104.68192647937792
0.027929687477603195,1.1394531250199285,0.64498613257358,-215.43537496379417
0.30789489746093757,0.9360412597656225,0.646072514489761,-182.86414689535377
0.01708983530079447,0.9056640911185232,0.6551776957801891,-154.16171039833557
-0.3075326997044132,1.0206209628110305,0.648189716561334,-87.35946685745398
0.04029946923255916,0.8788905024528506,0.644650530478654,-158.8010908028631
0.010436856746673585,1.0531946420669553,0.6473592371916265,-116.58888362850553
0.00810234326207109,1.144236624623137,0.6290268939023096,-181.84803849564491
-0.06376953124999997,0.8564453125000002,0.6565727159109633,-41.3712033696188
0.01158447265625,0.9502685546875,0.6630233712180821,-57.37181505821411
0.5891654968261717,0.8280227661132755,0.6574354928577596,-183.71865438210818
0.014501705429029248,1.1307617752598165,0.6558967457589404,-227.94734859050362
0.10957031278165702,1.0574218748302682,0.6245707312060517,-103.32479177559264
0.09878286559833219,0.9802446850808331,0.6492223472938198,-171.41910258670327
-0.022604560852050783,1.2659687042236323,0.6358449629755122,-152.95465972925183
0.02185096740722656,1.1789146423339845,0.6287780438755788,-280.36998317602183
-0.0009544938802719122,0.949751228094101,0.6380207821486903,-136.8368391963378
-0.32087371505331264,0.9954091127496193,0.6455762785665692,-126.36706724826286
0.010009765625,1.12099609375,0.646234291797317,-225.29017307009826
0.01723556518554687,1.1364730834960937,0.6344962071540665,-202.34254633746878
0.0010239139993196017,1.2867918831362244,0.6379640337171889,-158.1330832509642
0.03662109375000001,1.1025390625,0.6403552164531743,-159.88063049034008
0.009375000000000001,1.0656250000000003,0.6446444049372548,-188.154112947748
0.019140625,0.8523437500000001,0.612658418559607,-88.78865113579559
0.3616180419921875,0.7263488769531264,0.6558398028797178,-185.50871766005469
0.3528912049699851,0.9258494387962113,0.638368039632915,-84.12419586261842
0.007784461975097657,0.8059047698974608,0.6392208931657289,-40.30112106215472
0.17216262817382813,1.298997497558593,0.619210053206795,-263.8879409717826
0.023828125,1.1804687500000002,0.6395072777083413,-234.46922706054335
0.6580057129202668,1.0682571321725418,0.6540432440753478,-298.64158442089155
0.037988281250000006,1.1107421874999999,0.6513887926791012,-240.80256915779773
